スキル名,アイコン,タイプ,コスト,CD,スキル所持,説明,min,max,range,square,squareR,rect,line,lineR,low,high,rowRange,highRange,comment,exception
スノーステップ・小鹿の影,./img/skillIMG/スノーステップ・小鹿の影.png,貫通ダメージ,-,1,アフラ,即時。<br>目標地点にジャンプし、周囲1マス以内の敵に5％の範囲ダメージを与える。<br>[スノーステップ]を使用して変身した直後は使えない。<br>ジャンプによる移動力は個性の移動力アップを反映する。,2,3,1,,1,,,,5,3,2,2,対地面,
復活の夢語り・鹿の眠り,./img/skillIMG/復活の夢語り・鹿の眠り.png,回復,1,-,アフラ,回復：単体回復。<br>回復量は自身魔攻値の80%、さらにターゲットに無垢なる夢を付与し、次の行動開始まで継続する。,0,3,0,,,,,,8,8,,,対ユニット,
鹿の霊の光,./img/skillIMG/鹿の霊の光.png,回復,1,-,アフラ,ターゲット範囲2マス以内の味方を魔攻60％で回復し、デバフを1つ解除する。,0,3,2,,,,,,8,8,2,2,対ユニット,
起きて、子鹿,./img/skillIMG/起きて、子鹿.png,支援,-,-,アフラ,即時。<br>アフラに戻る。,,,0,,,,,,,,,,対ユニット,
押し蹴り,./img/skillIMG/押し蹴り.png,物理ダメージ,2,2,アイサ;アレクセイ;マイサ;王国軍・剣盾兵;法皇国・剣盾兵,物理ダメージ：120%のダメージを与え、2マスノックバックする。<br>ターゲットに▽移動Lv.1を付与し、1ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
清輝,./img/skillIMG/清輝.png,物理ダメージ,2,-,アイサ,物理ダメージ：単体攻撃、130%のダメージを与え、自身と騎士の誓いターゲットを回復させ、デバフ1個を解除し、回復量は物攻値の60%、さらに△攻撃Lv.2を獲得し、2ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
同胞の遺志,./img/skillIMG/同胞の遺志.png,パッシブ,-,-,アイサ;ダンタリオン;ラヴィア;ザビエル;王国軍・長槍兵;王国軍・弓兵;王国軍・光の術師,パッシブ：フィールド上の他の味方が倒された時、自身のHPを30%回復し、△攻撃Lv.2、△物防Lv.2と△魔防Lv.2を獲得し、3ターン継続する。,,,,,,,,,,,,,,
暁月・星隠,./img/skillIMG/暁月・星隠.png,物理ダメージ;即時,1,4,アイサ,物理ダメージ：即時。<br>自身の十字範囲内の地点を1つ選択し、その地点まで突撃し、範囲1輪内のすべてのターゲットに60%の範囲ダメージを与え、虚弱Lv.2、武装解除を付与し、1ターン継続する。<br>自身が哨戒を所持している場合、ダメージ+30%。<br>スキルが1人のみに命中した場合、与ダメージが120%にアップする。<br>ターゲットを倒した場合、消費ENが返却され、CDがリセットする。<br>1ターンで最大1回発動する。,1,3,1,,1,,1,,1,1,2,2,範囲攻撃;対地面,
月光のシルエット,./img/skillIMG/月光のシルエット.png,支援;即時,-,5,アイサ,支援：即時。<br>ターゲットの傍までワープし、ターゲットと自身は被ダメ軽減Lv.2と△被回復Lv.2を、自身は△物防Lv.2と△魔防Lv.2を獲得する。<br>すべての効果は3ターン継続する。<br>自身はさらに月光のシルエットとカウンター・改を獲得し、次の3回目の行動開始まで継続する。,1,4,-1,,,,,,,,,,対ユニット,
カウンター,./img/skillIMG/カウンター.png,リアクション,-,-,アイサ;ナルギル;エダ;ガルシア;コル;ティードン;グズマン;グロリア;マイティ;スティンガー;静謐の戒め;胡蝶;闇の光・氷術師;傭兵・剣盾兵;傭兵・刺客;傭兵・長槍兵;傭兵・弓兵;無法者・長槍兵;無法者・弩兵,リアクション：正面・側面から敵のアクティブ攻撃を受けた時、相手が攻撃範囲にいる場合、通常攻撃で反撃を行い、70%のダメージを与える。<br>1ターンで1回発動する。,,,,,,,,,,,,,,
三日月の型,./img/skillIMG/三日月の型.png,リアクション,-,-,アイサ,リアクション：攻撃を受けると、物防値+魔防値50%のHPを回復する。<br>1ターンで最大3回発動する。<br>ブロックを所持し、魔法攻撃と範囲攻撃を同時にブロックできる。<br>任意の方向から攻撃された時、100%の確率でブロックが発動し、ブロック時の被ダメージが追加でｰ10%。,,,,,,,,,,,,,,
暁月,./img/skillIMG/暁月.png,パッシブ,-,-,アイサ,パッシブ：健康状態でアクティブ攻撃する時、与ダメージ+30%。<br>さらにアクティブ攻撃した後、すべてのクラススキルのCD-1ターン。<br>CD短縮効果は1ターンで最大1回発動する。,,,,,,,,,,,,,,
山を撫でる明月,./img/skillIMG/山を撫でる明月.png,陣営オーラ,-,-,アイサ,陣営オーラ：フィールド上の陣営が<不動如山>の味方全員は、攻撃力+10%、防御力+20%。<br>ターゲットが健康状態の時、被ダメージｰ10%、追加で攻撃と防御能力値+8%。,,,,,,,,,,,,,,
解除の一撃(近距離),./img/skillIMG/解除の一撃(近距離).png,通常攻撃;物理ダメージ,-,-,アイサ;リラ;ノノヴィア;ラヴィア;テンペスト,通常攻撃：100%の物理ダメージを与え、ターゲットの2個のバフを解除する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
狂熱の一撃(近距離),./img/skillIMG/狂熱の一撃(近距離).png,通常攻撃;物理ダメージ,-,-,アイサ;マグナス;ザビエル;ライトニング;フレア;エンフォーサー,通常攻撃：100%の物理ダメージを与え、20%のHPドレインが発生する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
暁月・満月,./img/skillIMG/暁月・満月.png,物理ダメージ,3,-,アイサ,物理ダメージ：自身十字範囲内の敵1体を選択し、そのターゲットに突撃し、3回ダメージを与え、毎回55%のダメージを与える。<br>自身が哨戒を所持している場合、ダメージ+30%。,1,3,-1,,,,1,,1,1,,,近接;対ユニット,
月影,./img/skillIMG/月影.png,パッシブ,-,-,アイサ,パッシブ：反撃最大射程+2マス。<br>反撃時、物理ダメージ+50%、追加で反撃回数+2。,,,,,,,,,,,,,,
一心同体正義の槌,./img/skillIMG/一心同体正義の槌.png,物理ダメージ,2,-,流星団,物理ダメージ：単体攻撃。<br>130%のダメージを与え、1マスノックバックする。<br>攻撃後、自身は2スタックの予備脂肪を獲得し、2ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
士気鼓舞の戦場飯,./img/skillIMG/士気鼓舞の戦場飯.png,支援;即時,-,3,流星団,支援：即時。<br>単体回復。<br>ターゲットのHPを25%回復させる。<br>自身に発動した場合、被ダメ軽減Lv.3を獲得し、3ターン継続する。<br>他の味方に発動した時、自身のすべての予備脂肪を解除し、ターゲットに転移する。,0,3,-1,,,,,,8,6,,,対ユニット,
公明正大な電光石火の不意打ち,./img/skillIMG/公明正大な電光石火の不意打ち.png,物理ダメージ;即時,-,3,流星団,物理ダメージ：即時。<br>自身の十字範囲内の敵1体を選択して突撃をし、30%のダメージを与え、1マスノックバックさせる。,1,3,-1,,,,1,,1,1,,,近接;対ユニット,
ドタバタ分担作業,./img/skillIMG/ドタバタ分担作業.png,パッシブ,-,-,流星団,パッシブ：予備脂肪所持している場合、攻撃と防御能力値+10%、遠距離スキルの最大射程と移動力+1マス。<br>予備脂肪が5スタックになった時、すべての効果が2倍になる。,,,,,,,,,,,,,,
誇り高き知恵のひらめき,./img/skillIMG/誇り高き知恵のひらめき.png,支援;即時,-,3,流星団,支援：即時。<br>4スタックの予備脂肪、△クリティカルLv.2、△クリダメLv.2を獲得し、すべての効果は2ターン継続する。,,,0,,,,,,,,,,対ユニット,
正面防御,./img/skillIMG/正面防御.png,リアクション,-,-,流星団;リラ;パミーナ;グロリア;ライトニング;フレア;王国軍・剣盾兵;傭兵・剣盾兵,リアクション：正面アクティブ攻撃を受けた場合、被ダメージ-30%。,,,,,,,,,,,,,,
立派に育った脂肪,./img/skillIMG/立派に育った脂肪.png,リアクション,-,-,流星団,リアクション：無傷状態の場合、行動障害耐性を持つ。<br>行動終了時、自身が無傷である場合、1スタックの予備脂肪を獲得し、2ターン継続する。,,,,,,,,,,,,,,
クールな一撃,./img/skillIMG/クールな一撃.png,魔法ダメージ,3,-,流星団,魔法ダメージ：自身十字範囲内にいる敵1体を選択し、物攻値150%相当の魔法ダメージを与える。<br>2スタックの予備脂肪を所持している場合、スキルのクリティカル発生率+40%。<br>4スタック所持している場合、さらにスキルの最大射程+2マス。<br>6スタック所持している場合、さらに防御貫通を獲得する。<br>攻撃後は発動した効果段階に応じて、対応する数の予備脂肪スタックが解除される。,1,3,-1,,,,1,,2,2,,,遠距離;対ユニット,
必勝の貫天流星,./img/skillIMG/必勝の貫天流星.png,物理ダメージ,4,-,流星団,物理ダメージ：自身の十字範囲内の敵1体を選択して突撃をし、160%のダメージを与え、2マスノックバックさせる。<br>また、自身の予備脂肪をすべて解除する。<br>ノックバック時に衝突すると、双方にスタンを付与し、1ターン継続する。<br>予備脂肪を1スタック所持するごとに、このスキルが5%ダメージアップし、最大射程とノックバック距離が1マス増加する。,1,3,-1,,,,1,,1,1,,,近接;対ユニット,
破甲の一撃(近距離),./img/skillIMG/破甲の一撃(近距離).png,通常攻撃;物理ダメージ,-,-,流星団;ココア;グズマン;マイサ;ライトニング;静謐の戒め;紅のハヤブサ,通常攻撃：100%の物理ダメージを与え、ターゲットに▽物防Lv.1、▽魔防Lv.1を付与し、2ターン継続する。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
熱々バーベキューアタック,./img/skillIMG/熱々バーベキューアタック.png,通常攻撃;物理ダメージ,-,-,流星団,通常攻撃：自身の十字範囲内の敵を1体を選択して突撃をし、100%の物理ダメージを与え、1マスノックバックさせる。,1,2,-1,,,,1,,1,1,,,近接;対ユニット,
フェアな多勢に無勢,./img/skillIMG/フェアな多勢に無勢.png,物理ダメージ,4,6,流星団,物理ダメージ：単体攻撃。<br>180%のダメージを与える。<br>攻撃前、自身のデバフとターゲットのバフをすべて解除する。<br>攻撃時、自身の予備脂肪が10スタックである場合、すべてのスタックを解除して被ダメ軽減Lv.9を獲得し、1ターン継続する。<br>予備脂肪が10スタック未満の場合、このスキルCDがリセットされる。,1,1,-1,,,,,,2,2,,,近接;対ユニット,
自慢の重量,./img/skillIMG/自慢の重量.png,パッシブ,-,-,流星団,パッシブ：ノックバック無効化のターゲットに非即時のアクティブ攻撃をした後、追加で70%の物理ダメージを与える。<br>ターゲットをアクティブノックバックする時、ノックバック距離+1マス。<br>ターゲットが衝突した場合、衝突した双方の敵に、追加で70%の物理ダメージを与える。,,,,,,,,,,,,,,
生息の力,./img/skillIMG/生息の力.png,選択,-,-,フラビア,選択：生息の力・咲き誇る、生息の力・栄養補給または生息の力・守り庇うのいずれかを選択して使用する。<br>植物の友が倒された時、スキルが生息の種に変化する。,,,0,,,,,,,,,,対ユニット,
生息の力・咲き誇る,./img/skillIMG/生息の力・咲き誇る.png,支援,2,1,フラビア,ターゲットは[△攻撃Lv.2]、[△クリティカルLv.2]を獲得し、3ターン継続する。<br>ターゲットが召喚ユニット[植物の友]である場合、それを[ソーンローズ]に変え、[咲き誇る]を[満開]に変え、3ターン継続する。,0,5,0,,,,,,8,8,,,対ユニット,
生息の力・栄養補給,./img/skillIMG/生息の力・栄養補給.png,回復,2,1,フラビア,単体回復。<br>回復量は術者の魔攻値80%相当。<br>ターゲットは[△魔防Lv.2]を獲得し、3ターン継続する。<br>ターゲットが召喚ユニット[植物の友]である場合、それを[サマーベル]に変え、3ターン継続する。,0,5,0,,,,,,8,8,,,対ユニット,
生息の力・守り庇う,./img/skillIMG/生息の力・守り庇う.png,支援,2,1,フラビア,ターゲットは[フラビア]の魔攻値100%相当の[物理シールド]と[△物防Lv.2]を獲得し、3ターン継続する。<br>ターゲットが召喚ユニット[植物の友]である場合、それを[淡月白]に変え、3ターン継続する。,0,5,0,,,,,,8,8,,,対ユニット,
生息の種,./img/skillIMG/生息の種.png,支援,-,-,フラビア,自身のそばに1株の[ソーンローズ]を召喚し、毎回戦闘で最大1回使用できる。,1,2,-1,,,,,,8,8,,,対地面,
大地の祝福,./img/skillIMG/大地の祝福.png,支援,-,2,フラビア,支援：ターゲット範囲3マス以内のすべての味方は、△移動Lv.1、大地の祝福、▽移動系無効化を獲得し、すべての効果が2ターン継続する。,0,3,3,,,,,,8,8,2,2,対地面,
栄養補給の露,./img/skillIMG/栄養補給の露.png,回復,1,-,フラビア,回復：単体回復。<br>回復量は魔攻値の100%。<br>さらに、そのパネルを花畑に変え、2ターン継続する。<br>ターゲットが植物の友である場合、回復量は魔攻値の150%に増加し、回復前に3個のデバフをLv.2バフに変換し、2ターン継続する。,0,6,-1,,,,,,8,8,,,対ユニット,
大地の愛し子,./img/skillIMG/大地の愛し子.png,オーラ,-,-,フラビア,オーラ：すべての花畑上にいる味方は攻撃と防御能力値+10%。<br>すべての花畑上にいる敵は、攻撃と防御能力値ｰ10%。,,,,,,,,,,,,,,
自然の導き,./img/skillIMG/自然の導き.png,パッシブ,-,-,フラビア,パッシブ：フラビア存在時：植物の友の与ダメージ+15%。<br>植物の友が花畑上のターゲットに与えるダメージが追加で+15%。,,,,,,,,,,,,,,
